Protein_ID,Superfamily,Family,Subfamily
Q9NQ39,,eukaryotic ribosomal protein eS10 family,
Q9NQ40,,riboflavin transporter family,
Q9NQ48,,LZTFL1 family,
Q9NQ50,,mitochondrion-specific ribosomal protein mL40 family,
Q9NQ55,,No SIMILARITY comment found,
Q9NQ60,,No SIMILARITY comment found,
Q9NQ66,,No SIMILARITY comment found,
Q9NQ69,,No SIMILARITY comment found,
Q9NQ75,,CAS family,
Q9NQ76,,PF07175/osteoregulin family,
Q9NQ79,,No SIMILARITY comment found,
Q9NQ82,,No SIMILARITY comment found,
Q9NQ84,,G-protein coupled receptor 3 family,
Q9NQ86,,TRIM/RBCC family,
Q9NQ87,,HEY family,
Q9NQ88,,phosphoglycerate mutase family,
Q9NQ89,,No SIMILARITY comment found,
Q9NQ90,,anoctamin family,
Q9NQ92,,No SIMILARITY comment found,
Q9NQ94,,No SIMILARITY comment found,
Q9NQA3,,WASH1 family,
Q9NQA5,,4) family,TRPV5 sub-subfamily
Q9NQB0,,TCF/LEF family,
Q9NQC1,,JADE family,
Q9NQC3,,No SIMILARITY comment found,
Q9NQC7,,peptidase C19 family,
Q9NQC8,,IFT46 family,
Q9NQE7,,peptidase S28 family,
Q9NQE9,,HINT family,
Q9NQF3,AB hydrolase superfamily,,
Q9NQG1,,UPF0239 family,
Q9NQG5,,UPF0400 (RTT103) family,
Q9NQG6,,SMCR7 family,
Q9NQG7,,No SIMILARITY comment found,
Q9NQH7,,peptidase M24B family,
Q9NQI0,,DEAD box helicase family,DDX4/VASA subfamily
Q9NQL2,,GTR/RAG GTP-binding protein family,
Q9NQL9,,DMRT family,
Q9NQM4,,PIH1 family,
Q9NQN1,,G-protein coupled receptor 1 family,
Q9NQP4,,prefoldin subunit beta family,
Q9NQQ7,,TPT transporter family,SLC35C subfamily
Q9NQR1,class V-like SAM-binding methyltransferase superfamily,Histone-lysine methyltransferase family,PR/SET subfamily
Q9NQR3,,No SIMILARITY comment found,
Q9NQR4,carbon-nitrogen hydrolase superfamily,NIT1/NIT2 family,
Q9NQR7,,No SIMILARITY comment found,
Q9NQR9,,glucose-6-phosphatase family,
Q9NQS1,,No SIMILARITY comment found,
Q9NQS3,,nectin family,
Q9NQS5,,G-protein coupled receptor 1 family,
Q9NQS7,,INCENP family,
Q9NQT4,,RNase PH family,
Q9NQT5,,RRP40 family,
Q9NQT6,,fascin family,
Q9NQT8,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,
Q9NQU5,protein kinase superfamily,STE Ser/Thr protein kinase family,STE20 subfamily
Q9NQV5,class V-like SAM-binding methyltransferase superfamily,,
Q9NQV6,class V-like SAM-binding methyltransferase superfamily,,
Q9NQV7,class V-like SAM-binding methyltransferase superfamily,,
Q9NQV8,class V-like SAM-binding methyltransferase superfamily,,
Q9NQW1,,WD repeat SEC31 family,
Q9NQW5,,No SIMILARITY comment found,
Q9NQW6,,No SIMILARITY comment found,
Q9NQW7,,peptidase M24B family,
Q9NQW8,,5) family,CNGB3 subfamily
Q9NQX0,class V-like SAM-binding methyltransferase superfamily,,
Q9NQX1,class V-like SAM-binding methyltransferase superfamily,,
Q9NQX3,,No family label found,
Q9NQX4,TRAFAC class myosin-kinesin ATPase superfamily,Myosin family,
Q9NQX5,,NPDC1/cab-1 family,
Q9NQX6,,krueppel C2H2-type zinc-finger protein family,
Q9NQX7,,ITM2 family,
Q9NQY0,,No SIMILARITY comment found,
Q9NQZ2,,SAS10 family,
Q9NQZ3,,RRM DAZ family,
Q9NQZ5,,No SIMILARITY comment found,
Q9NQZ6,,No SIMILARITY comment found,
Q9NQZ7,,GDA1/CD39 NTPase family,
Q9NQZ8,,krueppel C2H2-type zinc-finger protein family,
Q9NR00,,No SIMILARITY comment found,
Q9NR09,,BIRC6 family,
Q9NR11,,krueppel C2H2-type zinc-finger protein family,
Q9NR12,,No SIMILARITY comment found,
Q9NR16,,No SIMILARITY comment found,
Q9NR19,,ATP-dependent AMP-binding enzyme family,
Q9NR20,protein kinase superfamily,CMGC Ser/Thr protein kinase family,MNB/DYRK subfamily
Q9NR21,,ARTD/PARP family,
Q9NR22,class I-like SAM-binding methyltransferase superfamily,Protein arginine N-methyltransferase family,PRMT8 subfamily
Q9NR23,,TGF-beta family,
Q9NR28,,Smac/DIABLO protein family,
Q9NR30,,DEAD box helicase family,DDX21/DDX50 subfamily
Q9NR31,small GTPase superfamily,SAR1 family,
Q9NR33,,No SIMILARITY comment found,
Q9NR34,,glycosyl hydrolase 47 family,
Q9NR45,,No SIMILARITY comment found,
Q9NR46,,endophilin family,
Q9NR48,class V-like SAM-binding methyltransferase superfamily,Histone-lysine methyltransferase family,SET2 subfamily
Q9NR50,,eIF-2B gamma/epsilon subunits family,
Q9NR55,,bZIP family,
Q9NR56,,muscleblind family,
Q9NR61,,No SIMILARITY comment found,
Q9NR63,,cytochrome P450 family,
Q9NR64,,No SIMILARITY comment found,
Q9NR71,,neutral ceramidase family,
Q9NR77,,peroxisomal membrane protein PXMP2/4 family,
Q9NR80,,No SIMILARITY comment found,
Q9NR81,,No SIMILARITY comment found,
Q9NR82,,potassium channel family,5/KCNQ5 sub-subfamily
Q9NR83,,No SIMILARITY comment found,
Q9NR90,,RRM DAZ family,
Q9NR96,,Toll-like receptor family,
Q9NR97,,Toll-like receptor family,
Q9NR99,,No SIMILARITY comment found,
Q9NRA0,,No SIMILARITY comment found,
Q9NRA1,,PDGF/VEGF growth factor family,
Q9NRA2,major facilitator superfamily,Sodium/anion cotransporter family,
Q9NRA8,,4E-T/EIF4E-T family,
Q9NRB3,,sulfotransferase 2 family,
Q9NRC1,,ST7 family,
Q9NRC3,,No SIMILARITY comment found,
Q9NRC6,,spectrin family,
Q9NRC8,,sirtuin family,Class IV subfamily
Q9NRC9,,MIA/OTOR family,
Q9NRD0,,No SIMILARITY comment found,
Q9NRD1,,No SIMILARITY comment found,
Q9NRD5,,No SIMILARITY comment found,
Q9NRD8,,No family label found,
Q9NRD9,,No family label found,
Q9NRE1,,peptidase M10A family,
Q9NRE2,,teashirt C2H2-type zinc-finger protein family,
Q9NRF2,,SH2B adapter family,
Q9NRF8,,CTP synthase family,
Q9NRF9,,No SIMILARITY comment found,
Q9NRG0,,No SIMILARITY comment found,
Q9NRG1,,purine/pyrimidine phosphoribosyltransferase family,
Q9NRG4,class V-like SAM-binding methyltransferase superfamily,,
Q9NRG7,,NAD(P)-dependent epimerase/dehydratase family,SDR39U1 subfamily
Q9NRG9,,No SIMILARITY comment found,
Q9NRH1,,No SIMILARITY comment found,
Q9NRH2,protein kinase superfamily,CAMK Ser/Thr protein kinase family,
Q9NRH3,,tubulin family,
Q9NRI5,,No SIMILARITY comment found,
Q9NRJ3,,intercrine beta (chemokine CC) family,
Q9NRJ4,,TUB family,
Q9NRJ5,,poly(A) polymerase family,
Q9NRJ7,,No SIMILARITY comment found,
Q9NRK6,ABC transporter superfamily,ABCB family,212) subfamily
Q9NRL2,,WAL family,
Q9NRL3,,WD repeat striatin family,
Q9NRM0,major facilitator superfamily,1) family,Glucose transporter subfamily
Q9NRM1,,No SIMILARITY comment found,
Q9NRM2,,ZNF277 family,
Q9NRM6,,No SIMILARITY comment found,
Q9NRM7,protein kinase superfamily,AGC Ser/Thr protein kinase family,
Q9NRN5,,OLFML3 family,
Q9NRN7,P-Pant transferase superfamily,AcpS family,
Q9NRN9,methyltransferase superfamily,PrmA family,
Q9NRP0,,OSTC family,
Q9NRP2,,CMC family,
Q9NRP4,,complex I LYR family,SDHAF3 subfamily
Q9NRP7,protein kinase superfamily,Ser/Thr protein kinase family,
Q9NRQ2,,phospholipid scramblase family,
Q9NRQ5,,SMCO4 family,
Q9NRR1,,No SIMILARITY comment found,
Q9NRR2,,peptidase S1 family,Tryptase subfamily
Q9NRR3,,CDC42SE/SPEC family,
Q9NRR4,,ribonuclease III family,
Q9NRR5,,No SIMILARITY comment found,
Q9NRR6,,5-trisphosphate 5-phosphatase type IV family,
Q9NRR8,,CDC42SE/SPEC family,
Q9NRS4,,peptidase S1 family,
Q9NRS6,,sorting nexin family,
Q9NRU3,,ACDP family,
Q9NRV9,,HEBP family,
Q9NRW1,small GTPase superfamily,Rab family,
Q9NRW3,,cytidine and deoxycytidylate deaminase family,
Q9NRW4,,protein-tyrosine phosphatase family,Non-receptor class dual specificity subfamily
Q9NRW7,,STXBP/unc-18/SEC1 family,
Q9NRW8,,No SIMILARITY comment found,
Q9NRX1,,PNO1 family,
Q9NRX2,,bacterial ribosomal protein bL17 family,
Q9NRX3,,complex I NDUFA4 subunit family,
Q9NRX4,,janus family,
Q9NRX5,,TDE1 family,
Q9NRX6,,KISH family,
Q9NRY2,,SOSS-C family,
Q9NRY4,,No SIMILARITY comment found,
Q9NRY5,,FAM114 family,
Q9NRY6,,phospholipid scramblase family,
Q9NRY7,,phospholipid scramblase family,
Q9NRZ5,,1-acyl-sn-glycerol-3-phosphate acyltransferase family,
Q9NRZ7,,1-acyl-sn-glycerol-3-phosphate acyltransferase family,
Q9NRZ9,,SNF2/RAD54 helicase family,
Q9NS00,,glycosyltransferase 31 family,Beta3-Gal-T subfamily
Q9NS15,,LTBP family,
Q9NS18,,glutaredoxin family,
Q9NS23,,No SIMILARITY comment found,
Q9NS25,,SPAN-X family,
Q9NS26,,SPAN-X family,
Q9NS28,,No SIMILARITY comment found,
Q9NS37,,bZIP family,ATF subfamily
Q9NS39,,No SIMILARITY comment found,
Q9NS40,,potassium channel family,3/KCNH7 sub-subfamily
Q9NS56,,No SIMILARITY comment found,
Q9NS61,,recoverin family,
Q9NS62,,No SIMILARITY comment found,
Q9NS64,,reprimo family,
Q9NS66,,G-protein coupled receptor 1 family,
Q9NS67,,G-protein coupled receptor 1 family,
Q9NS68,,No SIMILARITY comment found,
Q9NS69,,Tom22 family,
Q9NS71,,gastrokine family,
Q9NS73,,No SIMILARITY comment found,
Q9NS75,,G-protein coupled receptor 1 family,
Q9NS82,amino acid-polyamine-organocation (APC) superfamily,,
Q9NS84,,sulfotransferase 1 family,Gal/GlcNAc/GalNAc subfamily
Q9NS85,,alpha-carbonic anhydrase family,
Q9NS86,,LanC-like protein family,
Q9NS87,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,KLP2 subfamily
Q9NS91,,RAD18 family,
Q9NS93,,No SIMILARITY comment found,
Q9NS98,,semaphorin family,
Q9NSA0,1) superfamily,19) family,
Q9NSA1,,heparin-binding growth factors family,
Q9NSA2,,potassium channel family,1/KCND1 sub-subfamily
Q9NSA3,,CTNNBIP1 family,
Q9NSB2,,intermediate filament family,
Q9NSB4,,intermediate filament family,
Q9NSB8,,Homer family,
Q9NSC2,,sal C2H2-type zinc-finger protein family,
Q9NSC5,,Homer family,
Q9NSC7,,glycosyltransferase 29 family,
Q9NSD4,,krueppel C2H2-type zinc-finger protein family,
Q9NSD5,,22) family,SLC6A13 subfamily
Q9NSD7,,G-protein coupled receptor 1 family,
Q9NSD9,,phenylalanyl-tRNA synthetase beta subunit family,Type 2 subfamily
Q9NSE2,,No SIMILARITY comment found,
Q9NSE4,,class-I aminoacyl-tRNA synthetase family,
Q9NSG2,,No SIMILARITY comment found,
Q9NSI2,,SLX9 family,
Q9NSI5,immunoglobulin superfamily,,
Q9NSI6,,No SIMILARITY comment found,
Q9NSI8,,No SIMILARITY comment found,
Q9NSK0,,kinesin light chain family,
Q9NSK7,,C19orf12 family,
Q9NSN8,,syntrophin family,
Q9NSP4,,No SIMILARITY comment found,
Q9NSS6,,No SIMILARITY comment found,
Q9NST1,,No SIMILARITY comment found,
Q9NSU2,exonuclease superfamily,TREX family,
Q9NSV4,,formin homology family,Diaphanous subfamily
Q9NSY0,protein kinase superfamily,Ser/Thr protein kinase family,
Q9NSY1,protein kinase superfamily,Ser/Thr protein kinase family,
Q9NSY2,,No SIMILARITY comment found,
Q9NT22,,No SIMILARITY comment found,
Q9NT62,,ATG3 family,
Q9NT68,,tenascin family,Teneurin subfamily
Q9NT99,,No SIMILARITY comment found,
Q9NTG1,,polycystin family,
Q9NTG7,,sirtuin family,Class I subfamily
Q9NTI2,,3) family,Type IV subfamily
Q9NTI5,,PDS5 family,
Q9NTI7,,INKA family,
Q9NTJ3,,SMC family,SMC4 subfamily
Q9NTJ4,,glycosyl hydrolase 38 family,
Q9NTJ5,,No SIMILARITY comment found,
Q9NTK1,,No SIMILARITY comment found,
Q9NTK5,TRAFAC class OBG-HflX-like GTPase superfamily,OBG GTPase family,YchF/OLA1 subfamily
Q9NTM9,,CutC family,
Q9NTN3,,TPT transporter family,SLC35D subfamily
Q9NTN9,,semaphorin family,
Q9NTQ9,,connexin family,Beta-type (group I) subfamily
Q9NTU4,,No SIMILARITY comment found,
Q9NTU7,,No SIMILARITY comment found,
Q9NTW7,,krueppel C2H2-type zinc-finger protein family,
Q9NTX5,,enoyl-CoA hydratase/isomerase family,
Q9NTX7,,No SIMILARITY comment found,
Q9NTX9,,FAM217 family,
Q9NTZ6,,No SIMILARITY comment found,
Q9NU02,,No SIMILARITY comment found,
Q9NU19,,No SIMILARITY comment found,
Q9NU22,,midasin family,
Q9NU23,,complex I LYR family,
Q9NU39,,No SIMILARITY comment found,
Q9NU53,,No SIMILARITY comment found,
Q9NU63,,krueppel C2H2-type zinc-finger protein family,ZFP57 subfamily
Q9NUA8,,krueppel C2H2-type zinc-finger protein family,
Q9NUB1,,ATP-dependent AMP-binding enzyme family,
Q9NUB4,,No SIMILARITY comment found,
Q9NUC0,,No SIMILARITY comment found,
Q9NUD5,,No SIMILARITY comment found,
Q9NUD7,,No SIMILARITY comment found,
Q9NUD9,,PIGV family,
Q9NUE0,,DHHC palmitoyltransferase family,ERF2/ZDHHC9 subfamily
Q9NUG4,,CCM2 family,
Q9NUG6,,prefoldin subunit beta family,
Q9NUH8,,TMEM14 family,
Q9NUI1,,short-chain dehydrogenases/reductases (SDR) family,4-dienoyl-CoA reductase subfamily
Q9NUJ1,AB hydrolase superfamily,,
Q9NUJ3,,TCP11 family,
Q9NUJ7,,No SIMILARITY comment found,
Q9NUK0,,muscleblind family,
Q9NUL3,,No SIMILARITY comment found,
Q9NUL5,,SHFL family,
Q9NUL7,,DEAD box helicase family,
Q9NUM3,,5) family,
Q9NUM4,,TMEM106 family,
Q9NUN5,,LIMR family,LMBRD1 subfamily
Q9NUN7,,alkaline ceramidase family,
Q9NUP1,,BLOC1S4 family,
Q9NUP7,,methyltransferase TRM13 family,
Q9NUP9,,lin-7 family,
Q9NUQ2,,1-acyl-sn-glycerol-3-phosphate acyltransferase family,
Q9NUQ3,,taxilin family,
Q9NUQ6,,SPATS2 family,
Q9NUQ7,,peptidase C78 family,
Q9NUQ8,ABC transporter superfamily,ABCF family,EF3 subfamily
Q9NUQ9,,CYRI family,
Q9NUR3,,TMEM74 family,
Q9NUS5,,No SIMILARITY comment found,
Q9NUT2,ABC transporter superfamily,ABCB family,201) subfamily
Q9NUU6,,peptidase C65 family,Otulin subfamily
Q9NUU7,,DEAD box helicase family,DDX19/DBP5 subfamily
Q9NUV7,,class-II pyridoxal-phosphate-dependent aminotransferase family,
Q9NUV9,TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily,AIG1/Toc34/Toc159-like paraseptin GTPase family,IAN subfamily
Q9NUW4,,BRX1 family,
Q9NUW8,,tyrosyl-DNA phosphodiesterase family,
Q9NUX5,,telombin family,
Q9NUY8,,No SIMILARITY comment found,
Q9NUZ1,,acyl-CoA oxidase family,
Q9NV06,,WD repeat DCAF13/WDSOF1 family,
Q9NV12,,No SIMILARITY comment found,
Q9NV29,,No SIMILARITY comment found,
Q9NV31,,universal ribosomal protein uS4 family,
Q9NV35,,Nudix hydrolase family,
Q9NV39,,No SIMILARITY comment found,
Q9NV56,,EAF7 family,
Q9NV58,,RBR family,RNF19 subfamily
Q9NV64,,TMEM39 family,
Q9NV66,,TYW1 family,
Q9NV70,,SEC3 family,
Q9NV72,,krueppel C2H2-type zinc-finger protein family,
Q9NV79,methyltransferase superfamily,L-isoaspartyl/D-aspartyl protein methyltransferase family,
Q9NV88,metallo-beta-lactamase superfamily,RNA-metabolizing metallo-beta-lactamase-like family,INTS9 subfamily
Q9NV92,,No SIMILARITY comment found,
Q9NV96,,CDC50/LEM3 family,
Q9NVA1,,CBP3 family,
Q9NVA2,TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily,Septin GTPase family,
Q9NVA4,,TMEM184 family,
Q9NVC3,,amino acid/polyamine transporter 2 family,
Q9NVC6,,Mediator complex subunit 17 family,
Q9NVD3,class V-like SAM-binding methyltransferase superfamily,SETD4 family,
Q9NVD7,,parvin family,
Q9NVE4,,CCDC87 family,
Q9NVE5,,peptidase C19 family,
Q9NVE7,,No family label found,
Q9NVF7,,No SIMILARITY comment found,
Q9NVF9,,choline/ethanolamine kinase family,
Q9NVG8,,No SIMILARITY comment found,
Q9NVH0,,EXD2 family,
Q9NVH1,,DNAJC11 family,
Q9NVH2,,Integrator subunit 7 family,
Q9NVH6,,gamma-BBH/TMLD family,
Q9NVI1,,No SIMILARITY comment found,
Q9NVI7,,AAA ATPase family,
Q9NVJ2,small GTPase superfamily,Arf family,
Q9NVK5,,SIKE family,
Q9NVL1,class I-like SAM-binding methyltransferase superfamily,EEF2KMT family,
Q9NVL8,,No SIMILARITY comment found,
Q9NVM1,,EVA1 family,
Q9NVM4,class I-like SAM-binding methyltransferase superfamily,Protein arginine N-methyltransferase family,PRMT7 subfamily
Q9NVM6,,No SIMILARITY comment found,
Q9NVM9,,asunder family,
Q9NVN3,,synembryn family,
Q9NVN8,,TRAFAC class YlqF/YawG GTPase family,
Q9NVP1,,DEAD box helicase family,DDX18/HAS1 subfamily
Q9NVP2,,ASF1 family,
Q9NVP4,,No SIMILARITY comment found,
Q9NVQ4,,FAIM1 family,
Q9NVR0,,No SIMILARITY comment found,
Q9NVR2,,Integrator subunit 10 family,
Q9NVR5,,PIH1 family,Kintoun subfamily
Q9NVR7,,TBCC family,
Q9NVS2,,bacterial ribosomal protein bS18 family,Mitochondrion-specific ribosomal protein mL66 subfamily
Q9NVS9,,pyridoxamine 5'-phosphate oxidase family,
Q9NVT9,,No SIMILARITY comment found,
Q9NVU0,,No SIMILARITY comment found,
Q9NVU7,,SDA1 family,
Q9NVV0,,TMEM38 family,
Q9NVV2,,No SIMILARITY comment found,
Q9NVV4,,DNA polymerase type-B-like family,
Q9NVV5,,AIG1 family,
Q9NVV9,,THAP1 family,
Q9NVW2,,RNF12 family,
Q9NVX0,,HAUS2 family,
Q9NVX2,,NLE1/RSA4 family,
Q9NVX7,,No SIMILARITY comment found,
Q9NVY6,,No SIMILARITY comment found,
Q9NVZ3,,NECAP family,
Q9NW07,,krueppel C2H2-type zinc-finger protein family,
Q9NW08,,RNA polymerase beta chain family,
Q9NW13,,No SIMILARITY comment found,
Q9NW15,,anoctamin family,
Q9NW38,,No SIMILARITY comment found,
Q9NW61,,No SIMILARITY comment found,
Q9NW64,,SLT11 family,
Q9NW68,,No SIMILARITY comment found,
Q9NW71,,No SIMILARITY comment found,
Q9NW75,,No SIMILARITY comment found,
Q9NW81,,ATP synthase subunit s family,
Q9NW82,,WD repeat GAD-1 family,
Q9NW97,,No SIMILARITY comment found,
Q9NWA0,,Mediator complex subunit 9 family,
Q9NWB1,,No SIMILARITY comment found,
Q9NWB6,,ARGLU1 family,
Q9NWB7,,IFT57 family,
Q9NWC5,,TMEM45 family,
Q9NWD8,,TMEM248 family,
Q9NWD9,,BEX family,
Q9NWF4,,riboflavin transporter family,
Q9NWF9,,No SIMILARITY comment found,
Q9NWG3,,No SIMILARITY comment found,
Q9NWG8,,WD repeat ATG16 family,
Q9NWH2,,TMEM242 family,
Q9NWH7,,SPATA6 family,
Q9NWH9,,No SIMILARITY comment found,
Q9NWJ2,,No SIMILARITY comment found,
Q9NWJ6,,No SIMILARITY comment found,
Q9NWK9,,BCD1 family,
Q9NWL6,,No SIMILARITY comment found,
Q9NWL9,,No SIMILARITY comment found,
Q9NWM0,,flavin monoamine oxidase family,
Q9NWM3,,No SIMILARITY comment found,
Q9NWM8,,No SIMILARITY comment found,
Q9NWN3,,No SIMILARITY comment found,
Q9NWQ4,,No SIMILARITY comment found,
Q9NWQ8,,No SIMILARITY comment found,
Q9NWQ9,,No SIMILARITY comment found,
Q9NWR8,,77) family,
Q9NWS0,,PIH1 family,
Q9NWS1,,PARI family,
Q9NWS6,,FAM118 family,
Q9NWS8,,RMD1/sif2 family,
Q9NWS9,,krueppel C2H2-type zinc-finger protein family,
Q9NWT1,,No SIMILARITY comment found,
Q9NWT6,,No SIMILARITY comment found,
Q9NWT8,,mitochondrion-specific ribosomal protein mS38 family,
Q9NWU1,thiolase-like superfamily,Beta-ketoacyl-ACP synthases family,
Q9NWU2,,GID8 family,
Q9NWU5,,universal ribosomal protein uL22 family,
Q9NWU8,,No SIMILARITY comment found,
Q9NWV4,,UPF0587 family,
Q9NWV8,,BABAM1 family,
Q9NWW0,,No SIMILARITY comment found,
Q9NWW5,,No SIMILARITY comment found,
Q9NWW6,,uridine kinase family,NRK subfamily
Q9NWW7,,No SIMILARITY comment found,
Q9NWW9,,H-rev107 family,
Q9NWX5,,ankyrin SOCS box (ASB) family,
Q9NWX6,,tRNA(His) guanylyltransferase family,
Q9NWY4,,HPF1 family,
Q9NWZ3,protein kinase superfamily,TKL Ser/Thr protein kinase family,Pelle subfamily
Q9NWZ5,,uridine kinase family,
Q9NWZ8,,No SIMILARITY comment found,
Q9NX00,,TMEM160 family,
Q9NX01,,DIM1 family,
Q9NX02,,NLRP family,
Q9NX04,,No SIMILARITY comment found,
Q9NX05,,constitutive coactivator of PPAR-gamma family,
Q9NX07,,RRM TRSPAP family,
Q9NX08,,No SIMILARITY comment found,
Q9NX09,,DDIT4 family,
Q9NX14,,complex I NDUFB11 subunit family,
Q9NX18,,SDHAF2 family,
Q9NX20,,universal ribosomal protein uL16 family,
Q9NX24,,eukaryotic ribosomal protein eL8 family,
Q9NX31,,No SIMILARITY comment found,
Q9NX36,,No SIMILARITY comment found,
Q9NX38,,ABITRAM family,
Q9NX40,,OCIAD1 family,
Q9NX45,,No SIMILARITY comment found,
Q9NX46,,ADP-ribosylglycohydrolase family,
Q9NX47,,No SIMILARITY comment found,
Q9NX52,,peptidase S54 family,
Q9NX55,,No SIMILARITY comment found,
Q9NX57,small GTPase superfamily,Rab family,
Q9NX58,,No SIMILARITY comment found,
Q9NX61,,TMEM161 family,
Q9NX62,inositol monophosphatase superfamily,,
Q9NX63,,MICOS complex subunit Mic19 family,Metazoan Mic19 subfamily
Q9NX65,,krueppel C2H2-type zinc-finger protein family,
Q9NX70,,Mediator complex subunit 29 family,
Q9NX74,,Dus family,Dus2 subfamily
Q9NX76,,chemokine-like factor family,
Q9NX77,,beta type-B retroviral envelope protein family,HERV class-II K(HML-4) env subfamily
Q9NX78,,glycosyltransferase 117 (GT117) family,
Q9NX94,,No SIMILARITY comment found,
Q9NX95,,No SIMILARITY comment found,
Q9NXA8,,sirtuin family,Class III subfamily
Q9NXB0,,No SIMILARITY comment found,
Q9NXB9,,ELO family,ELOVL2 subfamily
Q9NXC2,,Gfo/Idh/MocA family,
Q9NXC5,,WD repeat mio family,
Q9NXD2,,protein-tyrosine phosphatase family,Non-receptor class myotubularin subfamily
Q9NXD3,,No SIMILARITY comment found,
Q9NXE4,,No SIMILARITY comment found,
Q9NXE8,,CWC25 family,
Q9NXF1,,IPI1/TEX10 family,
Q9NXF7,,No SIMILARITY comment found,
Q9NXF8,,DHHC palmitoyltransferase family,
Q9NXG0,,No SIMILARITY comment found,
Q9NXG2,,THUMPD1 family,
Q9NXG6,,No SIMILARITY comment found,
Q9NXG9,,No SIMILARITY comment found,
Q9NXH3,,PP1 inhibitor family,
Q9NXH8,,ClpA/ClpB family,Torsin subfamily
Q9NXH9,class I-like SAM-binding methyltransferase superfamily,Trm1 family,
Q9NXI6,,No SIMILARITY comment found,
Q9NXJ0,,MS4A family,
Q9NXJ5,,peptidase C15 family,
Q9NXK6,,ADIPOR family,
Q9NXK8,,No SIMILARITY comment found,
Q9NXK9,,No SIMILARITY comment found,
Q9NXL2,,No SIMILARITY comment found,
Q9NXL6,,SID1 family,
Q9NXL9,,MCM family,
Q9NXN4,,GDAP2 family,
Q9NXP7,,No SIMILARITY comment found,
Q9NXR1,,nudE family,
Q9NXR5,,No SIMILARITY comment found,
Q9NXR7,,BABAM2 family,
Q9NXR8,,ING family,
Q9NXS2,,glutaminyl-peptide cyclotransferase family,
Q9NXS3,,No SIMILARITY comment found,
Q9NXT0,,krueppel C2H2-type zinc-finger protein family,
Q9NXU5,small GTPase superfamily,Arf family,
Q9NXV2,,No SIMILARITY comment found,
Q9NXV6,,CARF family,
Q9NXW1,,TCTP family,
Q9NXW2,,DnaJ family,DNAJB12/DNAJB14 subfamily
Q9NXW9,,alkB family,
Q9NXX0,,No SIMILARITY comment found,
Q9NXX6,,NSE4 family,
Q9NXZ1,,No SIMILARITY comment found,
Q9NXZ2,,DEAD box helicase family,
Q9NY12,,GAR1 family,
Q9NY15,,No SIMILARITY comment found,
Q9NY25,,No SIMILARITY comment found,
Q9NY26,,5) family,
Q9NY27,,PPP4R2 family,
Q9NY28,,glycosyltransferase 2 family,GalNAc-T subfamily
Q9NY30,,BTG family,
Q9NY33,,peptidase M49 family,
Q9NY35,,PMP-22/EMP/MP20 family,
Q9NY37,,6) family,ASIC5 subfamily
Q9NY43,,BAR homeobox family,
Q9NY46,,10) family,3/SCN3A subfamily
Q9NY47,,calcium channel subunit alpha-2/delta family,
Q9NY56,calycin superfamily,Lipocalin family,
Q9NY57,protein kinase superfamily,Ser/Thr protein kinase family,
Q9NY59,,neutral sphingomyelinase family,
Q9NY61,,AATF family,
Q9NY64,major facilitator superfamily,1) family,Glucose transporter subfamily
Q9NY65,,tubulin family,
Q9NY72,,17) family,
Q9NY74,,No SIMILARITY comment found,
Q9NY85,,universal ribosomal protein uL3 family,
Q9NY87,,SPAN-X family,
Q9NY91,,21) family,
